"timestamp","temperature"
2015-01-01 01:00:00,37.7
2015-01-01 02:14:55,37.7
2015-01-01 03:29:50,37.8
2015-01-01 04:44:45,37.8
2015-01-01 05:59:41,37.8
2015-01-01 07:14:36,37.8
2015-01-01 08:29:31,37.7
2015-01-01 09:44:26,37.7
2015-01-01 10:59:22,37.7
2015-01-01 12:14:17,37.8
2015-01-01 13:29:12,37.8
2015-01-01 14:44:07,37.8
2015-01-01 15:59:03,37.7
2015-01-01 17:13:58,37.7
2015-01-01 18:28:53,37.8
2015-01-01 19:43:49,37.8
2015-01-01 20:58:44,37.8
2015-01-01 22:13:39,37.8
2015-01-01 23:28:34,37.7
2015-01-02 00:43:30,37.7
2015-01-02 01:58:25,37.8
2015-01-02 03:13:20,37.7
2015-01-02 04:28:15,37.8
2015-01-02 05:43:11,37.8
2015-01-02 06:58:06,37.8
2015-01-02 08:13:01,37.7
2015-01-02 09:27:57,37.7
2015-01-02 10:42:52,37.8
2015-01-02 11:57:47,37.7
2015-01-02 13:12:42,37.8
2015-01-02 14:27:38,37.7
2015-01-02 15:42:33,37.7
2015-01-02 16:57:28,37.8
2015-01-02 18:12:23,37.8
2015-01-02 19:27:19,37.7
2015-01-02 20:42:14,37.7
2015-01-02 21:57:09,37.8
2015-01-02 23:12:05,37.8
2015-01-03 00:27:00,37.8
2015-01-03 01:41:55,37.8
2015-01-03 02:56:50,37.8
2015-01-03 04:11:46,37.8
2015-01-03 05:26:41,37.8
2015-01-03 06:41:36,37.8
2015-01-03 07:56:31,37.8
2015-01-03 09:11:27,37.8
2015-01-03 10:26:22,37.8
2015-01-03 11:41:17,37.8
2015-01-03 12:56:13,37.8
2015-01-03 14:11:08,37.8
2015-01-03 15:26:03,37.8
2015-01-03 16:40:58,37.8
2015-01-03 17:55:54,37.8
2015-01-03 19:10:49,37.8
2015-01-03 20:25:44,37.8
2015-01-03 21:40:39,37.8
2015-01-03 22:55:35,37.8
2015-01-04 00:10:30,37.8
2015-01-04 01:25:25,37.8
2015-01-04 02:40:21,37.8
2015-01-04 03:55:16,37.8
2015-01-04 05:10:11,37.8
2015-01-04 06:25:06,37.8
2015-01-04 07:40:02,37.8
2015-01-04 08:54:57,37.9
2015-01-04 10:09:52,37.9
2015-01-04 11:24:47,37.9
2015-01-04 12:39:43,37.8
2015-01-04 13:54:38,37.8
2015-01-04 15:09:33,37.9
2015-01-04 16:24:29,37.9
2015-01-04 17:39:24,37.9
2015-01-04 18:54:19,37.9
2015-01-04 20:09:14,37.9
2015-01-04 21:24:10,37.9
2015-01-04 22:39:05,37.9
2015-01-04 23:54:00,38
2015-01-05 01:08:55,38
2015-01-05 02:23:51,38
2015-01-05 03:38:46,38
2015-01-05 04:53:41,38
2015-01-05 06:08:36,38
2015-01-05 07:23:32,37.9
2015-01-05 08:38:27,38
2015-01-05 09:53:22,38
2015-01-05 11:08:18,37.9
2015-01-05 12:23:13,38
2015-01-05 13:38:08,38
2015-01-05 14:53:03,38
2015-01-05 16:07:59,38
2015-01-05 17:22:54,38
2015-01-05 18:37:49,37.9
2015-01-05 19:52:44,37.9
2015-01-05 21:07:40,37.9
2015-01-05 22:22:35,37.9
2015-01-05 23:37:30,37.9
2015-01-06 00:52:26,38
2015-01-06 02:07:21,38
2015-01-06 03:22:16,38
2015-01-06 04:37:11,37.9
2015-01-06 05:52:07,37.9
2015-01-06 07:07:02,37.9
2015-01-06 08:21:57,37.9
2015-01-06 09:36:52,37.9
2015-01-06 10:51:48,37.9
2015-01-06 12:06:43,38
2015-01-06 13:21:38,37.9
2015-01-06 14:36:34,38
2015-01-06 15:51:29,38
2015-01-06 17:06:24,38
2015-01-06 18:21:19,38
2015-01-06 19:36:15,38
2015-01-06 20:51:10,38
2015-01-06 22:06:05,38
2015-01-06 23:21:00,38
2015-01-07 00:35:56,38
2015-01-07 01:50:51,37.9
2015-01-07 03:05:46,38
2015-01-07 04:20:42,38
2015-01-07 05:35:37,38
2015-01-07 06:50:32,38
2015-01-07 08:05:27,38
2015-01-07 09:20:23,38
2015-01-07 10:35:18,38
2015-01-07 11:50:13,38
2015-01-07 13:05:08,38.1
2015-01-07 14:20:04,38.1
2015-01-07 15:34:59,38.1
2015-01-07 16:49:54,38.1
2015-01-07 18:04:50,38.1
2015-01-07 19:19:45,38.1
2015-01-07 20:34:40,38.2
2015-01-07 21:49:35,38.2
2015-01-07 23:04:31,38.2
2015-01-08 00:19:26,38.1
2015-01-08 01:34:21,38.1
2015-01-08 02:49:16,38.1
2015-01-08 04:04:12,38.1
2015-01-08 05:19:07,38.1
2015-01-08 06:34:02,38.1
2015-01-08 07:48:58,38.1
2015-01-08 09:03:53,38.1
2015-01-08 10:18:48,38.1
2015-01-08 11:33:43,38.1
2015-01-08 12:48:39,38.1
2015-01-08 14:03:34,38.1
2015-01-08 15:18:29,38.1
2015-01-08 16:33:24,38.1
2015-01-08 17:48:20,38.1
2015-01-08 19:03:15,38.1
2015-01-08 20:18:10,38.1
2015-01-08 21:33:05,38.1
2015-01-08 22:48:01,38.1
2015-01-09 00:02:56,38.1
2015-01-09 01:17:51,38.1
2015-01-09 02:32:47,38.1
2015-01-09 03:47:42,38.2
2015-01-09 05:02:37,38.2
2015-01-09 06:17:32,38.2
2015-01-09 07:32:28,38.2
2015-01-09 08:47:23,38.2
2015-01-09 10:02:18,38.2
2015-01-09 11:17:13,38.2
2015-01-09 12:32:09,38.2
2015-01-09 13:47:04,38.3
2015-01-09 15:01:59,38.2
2015-01-09 16:16:55,38.2
2015-01-09 17:31:50,38.2
2015-01-09 18:46:45,38.2
2015-01-09 20:01:40,38.2
2015-01-09 21:16:36,38.3
2015-01-09 22:31:31,38.3
2015-01-09 23:46:26,38.3
2015-01-10 01:01:21,38.3
2015-01-10 02:16:17,38.3
2015-01-10 03:31:12,38.3
2015-01-10 04:46:07,38.3
2015-01-10 06:01:03,38.3
2015-01-10 07:15:58,38.3
2015-01-10 08:30:53,38.3
2015-01-10 09:45:48,38.3
2015-01-10 11:00:44,38.3
2015-01-10 12:15:39,38.3
2015-01-10 13:30:34,38.3
2015-01-10 14:45:29,38.3
2015-01-10 16:00:25,38.3
2015-01-10 17:15:20,38.3
2015-01-10 18:30:15,38.3
2015-01-10 19:45:11,38.3
2015-01-10 21:00:06,38.3
2015-01-10 22:15:01,38.3
2015-01-10 23:29:56,38.3
2015-01-11 00:44:52,38.3
2015-01-11 01:59:47,38.3
2015-01-11 03:14:42,38.3
2015-01-11 04:29:37,38.3
2015-01-11 05:44:33,38.3
2015-01-11 06:59:28,38.2
2015-01-11 08:14:23,38.3
2015-01-11 09:29:19,38.3
2015-01-11 10:44:14,38.3
2015-01-11 11:59:09,38.3
2015-01-11 13:14:04,38.3
2015-01-11 14:29:00,38.3
2015-01-11 15:43:55,38.3
2015-01-11 16:58:50,38.2
2015-01-11 18:13:45,38.2
2015-01-11 19:28:41,38.3
2015-01-11 20:43:36,38.2
2015-01-11 21:58:31,38.2
2015-01-11 23:13:27,38.2
2015-01-12 00:28:22,38.2
2015-01-12 01:43:17,38.2
2015-01-12 02:58:12,38.2
2015-01-12 04:13:08,38.2
2015-01-12 05:28:03,38.2
2015-01-12 06:42:58,38.2
2015-01-12 07:57:53,38.1
2015-01-12 09:12:49,38.1
2015-01-12 10:27:44,38.2
2015-01-12 11:42:39,38.1
2015-01-12 12:57:34,38.1
2015-01-12 14:12:30,38.2
2015-01-12 15:27:25,38.2
2015-01-12 16:42:20,38.1
2015-01-12 17:57:16,38.1
2015-01-12 19:12:11,38.1
2015-01-12 20:27:06,38.1
2015-01-12 21:42:01,38.1
2015-01-12 22:56:57,38.1
2015-01-13 00:11:52,38.2
2015-01-13 01:26:47,38.2
2015-01-13 02:41:42,38.1
2015-01-13 03:56:38,38.1
2015-01-13 05:11:33,38.1
2015-01-13 06:26:28,38.1
2015-01-13 07:41:24,38.2
2015-01-13 08:56:19,38.2
2015-01-13 10:11:14,38.1
2015-01-13 11:26:09,38.1
2015-01-13 12:41:05,38.2
2015-01-13 13:56:00,38.2
2015-01-13 15:10:55,38.2
2015-01-13 16:25:50,38.2
2015-01-13 17:40:46,38.2
2015-01-13 18:55:41,38.2
2015-01-13 20:10:36,38.1
2015-01-13 21:25:32,38.2
2015-01-13 22:40:27,38.2
2015-01-13 23:55:22,38.2
2015-01-14 01:10:17,38.2
2015-01-14 02:25:13,38.2
2015-01-14 03:40:08,38.2
2015-01-14 04:55:03,38.2
2015-01-14 06:09:58,38.2
2015-01-14 07:24:54,38.2
2015-01-14 08:39:49,38.3
2015-01-14 09:54:44,38.3
2015-01-14 11:09:40,38.2
2015-01-14 12:24:35,38.2
2015-01-14 13:39:30,38.2
2015-01-14 14:54:25,38.2
2015-01-14 16:09:21,38.2
2015-01-14 17:24:16,38.2
2015-01-14 18:39:11,38.2
2015-01-14 19:54:06,38.2
2015-01-14 21:09:02,38.2
2015-01-14 22:23:57,38.2
2015-01-14 23:38:52,38.2
2015-01-15 00:53:48,38.2
2015-01-15 02:08:43,38.2
2015-01-15 03:23:38,38.2
2015-01-15 04:38:33,38.2
2015-01-15 05:53:29,38.2
2015-01-15 07:08:24,38.2
2015-01-15 08:23:19,38.2
2015-01-15 09:38:14,38.2
2015-01-15 10:53:10,38.2
2015-01-15 12:08:05,38.2
2015-01-15 13:23:00,38.2
2015-01-15 14:37:56,38.2
2015-01-15 15:52:51,38.2
2015-01-15 17:07:46,38.2
2015-01-15 18:22:41,38.2
2015-01-15 19:37:37,38.2
2015-01-15 20:52:32,38.2
2015-01-15 22:07:27,38.2
2015-01-15 23:22:22,38.2
2015-01-16 00:37:18,38.2
2015-01-16 01:52:13,38.2
2015-01-16 03:07:08,38.2
2015-01-16 04:22:03,38.2
2015-01-16 05:36:59,38.2
2015-01-16 06:51:54,38.2
2015-01-16 08:06:49,38.2
2015-01-16 09:21:45,38.2
2015-01-16 10:36:40,38.2
2015-01-16 11:51:35,38.2
2015-01-16 13:06:30,38.2
2015-01-16 14:21:26,38.2
2015-01-16 15:36:21,38.2
2015-01-16 16:51:16,38.1
2015-01-16 18:06:11,38.1
2015-01-16 19:21:07,38.2
2015-01-16 20:36:02,38.2
2015-01-16 21:50:57,38.2
2015-01-16 23:05:53,38.2
2015-01-17 00:20:48,38.2
2015-01-17 01:35:43,38.2
2015-01-17 02:50:38,38.2
2015-01-17 04:05:34,38.2
2015-01-17 05:20:29,38.2
2015-01-17 06:35:24,38.2
2015-01-17 07:50:19,38.3
2015-01-17 09:05:15,38.2
2015-01-17 10:20:10,38.2
2015-01-17 11:35:05,38.2
2015-01-17 12:50:01,38.2
2015-01-17 14:04:56,38.2
2015-01-17 15:19:51,38.2
2015-01-17 16:34:46,38.2
2015-01-17 17:49:42,38.2
2015-01-17 19:04:37,38.2
2015-01-17 20:19:32,38.2
2015-01-17 21:34:27,38.2
2015-01-17 22:49:23,38.2
2015-01-18 00:04:18,38.2
2015-01-18 01:19:13,38.2
2015-01-18 02:34:09,38.2
2015-01-18 03:49:04,38.2
2015-01-18 05:03:59,38.2
2015-01-18 06:18:54,38.2
2015-01-18 07:33:50,38.2
2015-01-18 08:48:45,38.2
2015-01-18 10:03:40,38.2
2015-01-18 11:18:35,38.1
2015-01-18 12:33:31,38.1
2015-01-18 13:48:26,38.1
2015-01-18 15:03:21,38.2
2015-01-18 16:18:17,38.2
2015-01-18 17:33:12,38.2
2015-01-18 18:48:07,38.2
2015-01-18 20:03:02,38.2
2015-01-18 21:17:58,38.2
2015-01-18 22:32:53,38.2
2015-01-18 23:47:48,38.2
2015-01-19 01:02:43,38.1
2015-01-19 02:17:39,38.1
2015-01-19 03:32:34,38.2
2015-01-19 04:47:29,38.1
2015-01-19 06:02:25,38.2
2015-01-19 07:17:20,38.2
2015-01-19 08:32:15,38.2
2015-01-19 09:47:10,38.1
2015-01-19 11:02:06,38.1
2015-01-19 12:17:01,38.1
2015-01-19 13:31:56,38.1
2015-01-19 14:46:51,38.1
2015-01-19 16:01:47,38.1
2015-01-19 17:16:42,38.1
2015-01-19 18:31:37,38.1
2015-01-19 19:46:32,38.1
2015-01-19 21:01:28,38.1
2015-01-19 22:16:23,38.1
2015-01-19 23:31:18,38.1
2015-01-20 00:46:14,38.1
2015-01-20 02:01:09,38.1
2015-01-20 03:16:04,38.1
2015-01-20 04:30:59,38.1
2015-01-20 05:45:55,38.1
2015-01-20 07:00:50,38.1
2015-01-20 08:15:45,38
2015-01-20 09:30:40,38.1
2015-01-20 10:45:36,38.1
2015-01-20 12:00:31,38.1
2015-01-20 13:15:26,38.1
2015-01-20 14:30:22,38.1
2015-01-20 15:45:17,38.1
2015-01-20 17:00:12,38.1
2015-01-20 18:15:07,38.1
2015-01-20 19:30:03,38.1
2015-01-20 20:44:58,38.1
2015-01-20 21:59:53,38.1
2015-01-20 23:14:48,38.1
2015-01-21 00:29:44,38.1
2015-01-21 01:44:39,38.1
2015-01-21 02:59:34,38.1
2015-01-21 04:14:30,38.1
2015-01-21 05:29:25,38.1
2015-01-21 06:44:20,38.1
2015-01-21 07:59:15,38.1
2015-01-21 09:14:11,38.1
2015-01-21 10:29:06,38.1
2015-01-21 11:44:01,38.1
2015-01-21 12:58:56,38.1
2015-01-21 14:13:52,38.1
2015-01-21 15:28:47,38.1
2015-01-21 16:43:42,38.1
2015-01-21 17:58:38,38.1
2015-01-21 19:13:33,38.1
2015-01-21 20:28:28,38.1
2015-01-21 21:43:23,38.1
2015-01-21 22:58:19,38.1
2015-01-22 00:13:14,38.1
2015-01-22 01:28:09,38.1
2015-01-22 02:43:04,38.1
2015-01-22 03:58:00,38
2015-01-22 05:12:55,38.1
2015-01-22 06:27:50,38.1
2015-01-22 07:42:46,38.1
2015-01-22 08:57:41,38.1
2015-01-22 10:12:36,38
2015-01-22 11:27:31,38.1
2015-01-22 12:42:27,38
2015-01-22 13:57:22,38
2015-01-22 15:12:17,38
2015-01-22 16:27:12,38
2015-01-22 17:42:08,38.1
2015-01-22 18:57:03,38
2015-01-22 20:11:58,38
2015-01-22 21:26:54,38
2015-01-22 22:41:49,38
2015-01-22 23:56:44,38.1
2015-01-23 01:11:39,38.1
2015-01-23 02:26:35,38.1
2015-01-23 03:41:30,38.1
2015-01-23 04:56:25,38.1
2015-01-23 06:11:20,38.1
2015-01-23 07:26:16,38.1
2015-01-23 08:41:11,38.1
2015-01-23 09:56:06,38.1
2015-01-23 11:11:01,38.1
2015-01-23 12:25:57,38.1
2015-01-23 13:40:52,38.1
2015-01-23 14:55:47,38.1
2015-01-23 16:10:43,38.1
2015-01-23 17:25:38,38
2015-01-23 18:40:33,38
2015-01-23 19:55:28,38
2015-01-23 21:10:24,38
2015-01-23 22:25:19,38
2015-01-23 23:40:14,38
2015-01-24 00:55:09,38
2015-01-24 02:10:05,38
2015-01-24 03:25:00,38
2015-01-24 04:39:55,38
2015-01-24 05:54:51,38
2015-01-24 07:09:46,38.1
2015-01-24 08:24:41,38.1
2015-01-24 09:39:36,38.1
2015-01-24 10:54:32,38.1
2015-01-24 12:09:27,38.1
2015-01-24 13:24:22,38.1
2015-01-24 14:39:17,38.1
2015-01-24 15:54:13,38.1
2015-01-24 17:09:08,38.1
2015-01-24 18:24:03,38.1
2015-01-24 19:38:59,38.1
2015-01-24 20:53:54,38.1
2015-01-24 22:08:49,38.1
2015-01-24 23:23:44,38.1
2015-01-25 00:38:40,38.1
2015-01-25 01:53:35,38.1
2015-01-25 03:08:30,38.1
2015-01-25 04:23:25,38
2015-01-25 05:38:21,38.1
2015-01-25 06:53:16,38
2015-01-25 08:08:11,38
2015-01-25 09:23:07,38
2015-01-25 10:38:02,38.1
2015-01-25 11:52:57,38.1
2015-01-25 13:07:52,38.1
2015-01-25 14:22:48,38
2015-01-25 15:37:43,38
2015-01-25 16:52:38,38
2015-01-25 18:07:33,38
2015-01-25 19:22:29,38
2015-01-25 20:37:24,38
2015-01-25 21:52:19,38
2015-01-25 23:07:15,38
2015-01-26 00:22:10,38
2015-01-26 01:37:05,38
2015-01-26 02:52:00,38
2015-01-26 04:06:56,38
2015-01-26 05:21:51,38
2015-01-26 06:36:46,38
2015-01-26 07:51:41,37.9
2015-01-26 09:06:37,37.9
2015-01-26 10:21:32,37.9
2015-01-26 11:36:27,37.9
2015-01-26 12:51:23,37.9
2015-01-26 14:06:18,37.9
2015-01-26 15:21:13,37.9
2015-01-26 16:36:08,37.9
2015-01-26 17:51:04,37.8
2015-01-26 19:05:59,37.8
2015-01-26 20:20:54,37.8
2015-01-26 21:35:49,37.9
2015-01-26 22:50:45,37.8
2015-01-27 00:05:40,37.8
2015-01-27 01:20:35,37.8
2015-01-27 02:35:30,37.8
2015-01-27 03:50:26,37.8
2015-01-27 05:05:21,37.8
2015-01-27 06:20:16,37.8
2015-01-27 07:35:12,37.8
2015-01-27 08:50:07,37.8
2015-01-27 10:05:02,37.8
2015-01-27 11:19:57,37.8
2015-01-27 12:34:53,37.8
2015-01-27 13:49:48,37.7
2015-01-27 15:04:43,37.8
2015-01-27 16:19:38,37.7
2015-01-27 17:34:34,37.7
2015-01-27 18:49:29,37.8
2015-01-27 20:04:24,37.8
2015-01-27 21:19:20,37.8
2015-01-27 22:34:15,37.8
2015-01-27 23:49:10,37.8
2015-01-28 01:04:05,37.8
2015-01-28 02:19:01,37.8
2015-01-28 03:33:56,37.8
2015-01-28 04:48:51,37.8
2015-01-28 06:03:46,37.8
2015-01-28 07:18:42,37.8
2015-01-28 08:33:37,37.8
2015-01-28 09:48:32,37.8
2015-01-28 11:03:28,37.8
2015-01-28 12:18:23,37.8
2015-01-28 13:33:18,37.8
2015-01-28 14:48:13,37.8
2015-01-28 16:03:09,37.8
2015-01-28 17:18:04,37.8
2015-01-28 18:32:59,37.8
2015-01-28 19:47:54,37.8
2015-01-28 21:02:50,37.8
2015-01-28 22:17:45,37.8
2015-01-28 23:32:40,37.8
2015-01-29 00:47:36,37.8
2015-01-29 02:02:31,37.8
2015-01-29 03:17:26,37.8
2015-01-29 04:32:21,37.8
2015-01-29 05:47:17,37.8
2015-01-29 07:02:12,37.8
2015-01-29 08:17:07,37.8
2015-01-29 09:32:02,37.8
2015-01-29 10:46:58,37.8
2015-01-29 12:01:53,37.8
2015-01-29 13:16:48,37.8
2015-01-29 14:31:44,37.8
2015-01-29 15:46:39,37.8
2015-01-29 17:01:34,37.8
2015-01-29 18:16:29,37.8
2015-01-29 19:31:25,37.8
2015-01-29 20:46:20,37.8
2015-01-29 22:01:15,37.9
2015-01-29 23:16:10,37.9
2015-01-30 00:31:06,37.9
2015-01-30 01:46:01,37.9
2015-01-30 03:00:56,37.9
2015-01-30 04:15:52,37.9
2015-01-30 05:30:47,37.9
2015-01-30 06:45:42,37.9
2015-01-30 08:00:37,37.9
2015-01-30 09:15:33,37.9
2015-01-30 10:30:28,37.9
2015-01-30 11:45:23,37.9
2015-01-30 13:00:18,37.9
2015-01-30 14:15:14,38
2015-01-30 15:30:09,38
2015-01-30 16:45:04,37.9
2015-01-30 18:00:00,37.9
